,ACCIDENT_NO,LONGITUDE,LATITUDE,LGA_NAME,ROAD,RADIUS,NUMBER OF ACCIDENTS
3733,T20170003347,146.44037,-38.09635,BAW BAW,TYERS-THOMSON VALLEY ROAD,0.0 km,1
3734,T20170003736,141.16371,-34.27498,MILDURA,STURT HIGHWAY,0.0 km,1
3735,T20170003743,141.6353,-36.93137,WEST WIMMERA,NHILL-HARROW ROAD,0.0 km,1
3736,T20170002527,142.44005,-38.0774,MOYNE,HARRIS ROAD,0.0 km,1
3737,T20170003758,147.31756000000001,-37.80774,EAST GIPPSLAND,LIMPYERS ROAD,0.0 km,1
3738,T20170002578,142.65095,-37.85673,MOYNE,CARAMUT-CHATSWORTH ROAD,0.03448876712509757 km,2
3739,T20170003402,143.09873000000002,-36.24935,BULOKE,PINKS ROAD,0.0 km,1
3740,T20170003403,146.17235,-36.45818,BENALLA,ASHMEAD ROAD,0.0 km,1
3741,T20170003828,146.82412,-36.29854,INDIGO,YACKANDANDAH ROAD,0.0 km,1
3742,T20170003829,143.59935,-37.33396,PYRENEES,SUNRAYSIA HIGHWAY,0.0 km,1
3743,T20170002224,143.75665,-38.49392,COLAC OTWAY,MAHERS ROAD,0.0 km,1
3744,T20170002231,141.08579,-37.88388,GLENELG,PRINCES HIGHWAY WEST,0.0 km,1
3745,T20170002646,144.23686999999998,-37.576190000000004,MOORABOOL,BLAKEVILLE ROAD,0.0 km,1
3746,T20170002649,145.60613999999998,-37.04309,MURRINDINDI,YARCK ROAD,0.0 km,1
3747,T20170003457,143.13303,-36.9521,PYRENEES,LANDSBOROUGH ROAD,0.0 km,1
3748,T20170003471,143.10951,-36.85525,NORTHERN GRAMPIANS,ARARAT-ST ARNAUD ROAD,0.0 km,1
3749,T20170002266,143.39986000000002,-37.711240000000004,CORANGAMITE,ROKEWOOD-SKIPTON ROAD,0.0 km,1
3750,T20170002271,146.52456,-36.85472,WANGARATTA,ROSE RIVER ROAD,0.0 km,1
3751,T20170003066,143.73511000000002,-35.7354,GANNAWARRA,LALBERT-KERANG ROAD,0.0 km,1
3752,T20170003265,146.88145,-38.01975,WELLINGTON,MAFFRA-ROSEDALE ROAD,0.19939572826584798 km,2
3753,T20170003120,143.70989,-36.830020000000005,CENTRAL GOLDFIELDS,DUNOLLY-MOLIAGUL ROAD,0.0 km,1
3754,T20170003133,148.6756,-37.380720000000004,EAST GIPPSLAND,BONANG ROAD,0.0 km,1
3755,T20170010444,145.97866000000002,-38.48255,SOUTH GIPPSLAND,NERRENA ROAD,0.0 km,1
3756,T20170010853,141.68758,-38.228320000000004,GLENELG,BOYERS ROAD,0.0 km,1
3757,T20170011755,142.62329,-38.27879,MOYNE,HOPKINS HIGHWAY,0.0 km,1
3758,T20170010493,146.99084,-37.00036,ALPINE,MT MURRAY TRACK,0.0 km,1
3759,T20170023291,146.13936,-38.42607,SOUTH GIPPSLAND,MARDAN ROAD,0.409177949895123 km,2
3760,T20170010921,146.85408,-36.817,ALPINE,BUCKLAND VALLEY ROAD,0.0 km,1
3761,T20170010549,142.46921,-36.500659999999996,YARRIAMBIACK,DONALD-MURTOA ROAD,0.3018946523117775 km,2
3762,T20170008810,148.32608000000002,-37.75369,EAST GIPPSLAND,PRINCES HIGHWAY EAST,0.3954363289470397 km,2
3763,T20170011830,143.97566,-36.33927,LODDON,LODDON VALLEY HIGHWAY,0.0 km,1
3764,T20170011414,148.48886000000002,-37.79931,EAST GIPPSLAND,CORRINGLE ROAD,0.0 km,1
3765,T20170010593,142.18771999999998,-37.07365,HORSHAM,HENTY HIGHWAY,0.0 km,1
3766,T20170010994,144.78513,-36.84628,BENDIGO,DAMPER DAM TRACK,0.0 km,1
3767,T20170010996,145.00556,-36.1991,CAMPASPE,MURRAY VALLEY HIGHWAY,0.0 km,2
3768,T20170021228,144.35013,-36.95987,MOUNT ALEXANDER,BENDIGO-SUTTON GRANGE ROAD,1.0250344284395676 km,3
3769,T20170011448,143.93986,-35.78439,GANNAWARRA,LODDON VALLEY HIGHWAY,0.0 km,1
3770,T20170019167,143.64723,-38.64295,COLAC OTWAY,BEECH FOREST-MOUNT SABINE ROAD,0.2857882756106032 km,2
3771,T20170008039,143.70021,-37.79022,GOLDEN PLAINS,SNOWGUM ROAD,0.9070405895037813 km,3
3772,T20170011066,146.37161,-38.03852,BAW BAW,BROWNS ROAD,0.0 km,1
3773,T20170011487,141.76428,-38.13779,GLENELG,WOOLSTHORPE-HEYWOOD ROAD,0.0 km,1
3774,T20170011498,149.69857,-37.54492,EAST GIPPSLAND,MALLACOOTA ROAD,0.0 km,1
3775,T20170011509,147.11348,-36.22423,TOWONG,MURRAY VALLEY HIGHWAY,0.0 km,1
3776,T20170010302,144.60379,-36.07662,CAMPASPE,MURRAY VALLEY HIGHWAY,0.0 km,1
3777,T20170011159,141.42881,-37.12395,WEST WIMMERA,COLERAINE-EDENHOPE ROAD,0.0 km,1
3778,T20170010359,143.45408,-35.25054,SWAN HILL,NORTH SOUTH ROAD,0.0 km,1
3779,T20170010362,141.59281000000001,-35.99793,HINDMARSH,NETTING FENCE TRACK,0.0 km,1
3780,T20170011632,143.7745,-36.13259,LODDON,BOORT-PYRAMID ROAD,0.0 km,1
3781,T20180005587,145.45755,-35.8389,MOIRA,ULUPNA BRIDGE ROAD,0.6287906415464714 km,2
3782,T20170010783,145.8121,-36.44171,BENALLA,MIDLAND HIGHWAY,0.9381926721933569 km,3
3783,T20170010411,144.41662,-35.92454,CAMPASPE,BRERETON ROAD,0.0 km,1
3784,T20170011678,146.50721000000001,-36.42402,WANGARATTA,GREAT ALPINE ROAD,0.0 km,1
3785,T20170011690,145.28933999999998,-35.85835,MOIRA,RIVER ROAD,0.0 km,1
3786,T20170010064,143.43843999999999,-38.43952,COLAC OTWAY,TOMAHAWK CREEK ROAD,0.0 km,1
3787,T20170010068,146.63021,-38.24938,LATROBE,SCALES ROAD,0.0 km,1
3788,T20170009253,141.15396,-36.84015,WEST WIMMERA,APSLEY-NATIMUK ROAD,0.0 km,1
3789,T20170009269,146.66421,-36.62158,ALPINE,SLAUGHTERYARD CREEK ROAD,0.0 km,1
3790,T20170009298,146.43621000000002,-36.708,WANGARATTA,EDI-CHESHUNT ROAD,0.0 km,1
3791,T20170009719,144.05229,-38.028659999999995,GOLDEN PLAINS,SHELFORD-BANNOCKBURN ROAD,0.0 km,1
3792,T20170008899,144.95588,-36.45145,CAMPASPE,MIDLAND HIGHWAY,0.0 km,1
3793,T20170002760,143.52382,-38.50258,COLAC OTWAY,WONGA ROAD,0.0 km,1
3794,T20170002761,143.37489,-35.2575,SWAN HILL,CHILLINGOLLAH ROAD,0.0 km,1
3795,T20170003168,142.88791,-37.696529999999996,ARARAT,GLENELG HIGHWAY,0.0 km,1
3796,T20170003185,145.99561,-37.82975,BAW BAW,LOCH VALLEY ROAD,0.0 km,1
3797,T20170003609,146.00779,-36.269940000000005,MOIRA,LAKE ROWAN ROAD,0.0 km,1
3798,T20170002781,144.62177,-37.31675,MACEDON RANGES,LANCEFIELD-WOODEND ROAD,0.0 km,1
3799,T20170003214,144.20936,-37.94239,GOLDEN PLAINS,HARGREAVES ROAD,0.0 km,1
3800,T20170003218,146.00866000000002,-37.924640000000004,BAW BAW,NEERIM NORTH ROAD,0.0 km,1
3801,T20170003260,147.46466,-36.89277,EAST GIPPSLAND,OMEO HIGHWAY,0.0 km,1
3802,T20170003668,148.87198,-37.11937,EAST GIPPSLAND,HAYDENS BOG ROAD,0.0 km,1
3803,T20170002478,145.7929,-36.65017,STRATHBOGIE,SMITHS ROAD,0.0 km,1
3804,T20170003293,147.41849,-37.21966,EAST GIPPSLAND,BIRREGUN ROAD,0.0 km,1
3805,T20170003700,144.81932,-37.29892,MACEDON RANGES,KILMORE-LANCEFIELD ROAD,0.6258258230627116 km,2
3806,T20170007630,144.83807,-37.39743,MACEDON RANGES,ROMSEY ROAD,0.0 km,1
3807,T20170008431,144.63958,-36.05811,CAMPASPE,ODWYER ROAD,0.0 km,1
3808,T20180013925,144.63953999999998,-37.16245,MACEDON RANGES,BURKE AND WILLS TRACK,0.4153242676876885 km,2
3809,T20170007655,145.15013000000002,-36.25464,SHEPPARTON,FINLAY ROAD,0.0 km,2
3810,T20190000037,145.55517,-35.82901,MOIRA,GOULBURN VALLEY HIGHWAY,0.41659524877501697 km,3
3811,T20170008053,146.66755,-36.77158,ALPINE,BUFFALO RIVER ROAD,0.0 km,1
3812,T20170007286,146.50734,-37.15455,MANSFIELD,CIRCUIT ROAD,0.0 km,1
3813,T20170007687,145.65604,-37.31974,MURRINDINDI,BILLY CREEK ROAD,0.0 km,1
3814,T20170008088,143.53425,-36.80381,CENTRAL GOLDFIELDS,PUZZLE FLAT ROAD,0.0 km,1
3815,T20170008475,143.8176,-38.07934,COLAC OTWAY,HAMILTON HIGHWAY,0.0 km,1
3816,T20170008498,144.10613999999998,-38.39752,SURF COAST,DENHAM TRACK,0.0 km,1
3817,T20170007712,143.16582,-36.42418,NORTHERN GRAMPIANS,MCGRATH ROAD,0.0 km,1
3818,T20170008117,142.72098,-36.97728,NORTHERN GRAMPIANS,THELMADALE ROAD,0.0 km,1
3819,T20170008505,144.91197,-37.269709999999996,MITCHELL,WILLOWMAVIN ROAD,1.2507712884068343 km,3
3820,T20170008131,145.28405,-38.38238,(FRENCH ISLAND),TANKERTON ROAD,0.0 km,1
3821,T20170008150,147.08684,-37.76931,WELLINGTON,DUFFY ROAD,0.0 km,1
3822,T20170008532,144.74421999999998,-36.76737,BENDIGO,HEATHCOTE-ROCHESTER ROAD,0.0 km,1
3823,T20170008543,146.67428999999998,-38.21115,LATROBE,FLYNNS CREEK ROAD,0.0 km,1
3824,T20170008544,147.39703,-36.954840000000004,EAST GIPPSLAND,TRAPYARD GAP TRACK,0.0 km,1
3825,T20160007849,144.036,-37.17033,MOUNT ALEXANDER,CRESWICK-NEWSTEAD ROAD,0.27175465666334864 km,2
3826,T20170007028,143.40965,-36.282740000000004,BULOKE,CALDER HIGHWAY,0.0 km,1
3827,T20170007379,141.61407,-38.284079999999996,GLENELG,PRINCES HIGHWAY WEST,0.0 km,1
3828,T20180002706,145.37187,-37.16659,MURRINDINDI,GHIN GHIN ROAD,0.5284973826194825 km,2
3829,T20170007399,147.02715,-38.314009999999996,WELLINGTON,SOUTH GIPPSLAND HIGHWAY,0.0 km,1
3830,T20170007789,147.21171999999999,-36.380559999999996,TOWONG,LOCKHARTS GAP ROAD,0.2563670250196775 km,2
3831,T20170008185,144.3893,-36.83988,BENDIGO,AXE CREEK ROAD,0.42496562567488505 km,2
3832,T20170007805,145.86763,-35.967929999999996,MOIRA,NEVINS TRACK,0.0 km,1
3833,T20170008208,146.41432,-36.038540000000005,INDIGO,RUTHERGLEN-WAHGUNYAH ROAD,0.0 km,2
3834,T20170007435,144.28938,-37.34558,HEPBURN,SWABY LANE,0.0 km,1
3835,T20170007436,146.36202,-36.310970000000005,WANGARATTA,WAHGUNYAH-WANGARATTA ROAD,0.0 km,1
3836,T20170007098,142.51099,-35.158409999999996,MILDURA,CALDER HIGHWAY,0.0 km,1
3837,T20170007860,144.12943,-36.7504,BENDIGO,CALDER ALTERNATIVE HIGHWAY,0.0 km,1
3838,T20170007861,149.13362,-37.57047,EAST GIPPSLAND,PRINCES HIGHWAY EAST,0.0 km,1
3839,T20170008260,141.25243,-34.538540000000005,MILDURA,SETTLEMENT ROAD,0.0 km,1
3840,T20170008268,146.00079,-38.55787,SOUTH GIPPSLAND,MEENIYAN-NERRENA ROAD,0.0 km,1
3841,T20180000632,145.40024,-35.925509999999996,MOIRA,MURRAY VALLEY HIGHWAY,0.1930840596607316 km,2
3842,T20170019353,142.34216,-37.64945,SOUTHERN GRAMPIANS,PARKER STREET,0.3069956968092636 km,2
3843,T20170007473,144.39031,-37.69538,MOORABOOL,IRONBARK ROAD,0.0 km,1
3844,T20170007476,145.63183999999998,-35.9407,MOIRA,COBRAM SOUTH ROAD,0.0 km,1
3845,T20160023913,143.97348,-37.19748,MOUNT ALEXANDER,CRESWICK-NEWSTEAD ROAD,0.558895288604874 km,2
3846,T20170007884,144.48883,-36.55961,BENDIGO,RASMUSSENS ROAD,0.0 km,1
3847,T20170007150,147.73103,-37.735,EAST GIPPSLAND,OLD MAN HILL ROAD,0.0 km,1
3848,T20170007152,144.48962,-36.92477,BENDIGO,BENDIGO-REDESDALE ROAD,0.0 km,1
3849,T20170007907,142.81242,-38.342220000000005,MOYNE,GARVOC-LAANG ROAD,0.0 km,1
3850,T20160026911,143.84171,-35.99004,LODDON,CANARY ISLAND-LEAGHUR ROAD,0.0 km,1
3851,T20160025722,147.29731,-36.334309999999995,TOWONG,YABBA ROAD,0.0 km,1
3852,T20160026522,143.37139,-37.19271,PYRENEES,PYRENEES HIGHWAY,0.0 km,1
3853,T20160026932,147.14504,-37.84763,WELLINGTON,STOCKDALE ROAD,0.0 km,1
3854,T20160026951,147.74098,-37.279759999999996,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3855,T20160026146,144.48161000000002,-36.29905,CAMPASPE,PRAIRIE-ROCHESTER ROAD,0.0 km,1
3856,T20160026148,146.20212,-38.28409,BAW BAW,MORWELL-THORPDALE ROAD,0.0 km,1
3857,T20180024378,143.67526,-37.429320000000004,BALLARAT,WEATHERBOARD ROAD,0.36791358856325457 km,2
3858,T20160026988,142.82058999999998,-35.1956,SWAN HILL,MILLSTEED ROAD,0.0 km,1
3859,T20160025802,141.33241,-37.6161,GLENELG,GLENELG HIGHWAY,0.0 km,1
3860,T20180007527,147.24478,-36.2266,TOWONG,OMEO HIGHWAY,0.18241462402535089 km,2
3861,T20160024645,142.5496,-38.30487,MOYNE,HOPKINS HIGHWAY,0.0 km,1
3862,T20160024650,144.07607,-37.43155,HEPBURN,DEAN-BARKSTEAD ROAD,0.0 km,1
3863,T20160025028,144.08945,-37.72085,MOORABOOL,DOLLYS CREEK TRACK,0.0 km,1
3864,T20160025032,144.13393,-37.07184,MOUNT ALEXANDER,BUTCHERS ROAD,0.0 km,1
3865,T20160025449,146.46874,-37.73635,BAW BAW,WHITE STAR TRACK,0.0 km,1
3866,T20160024672,142.12351,-37.77272,SOUTHERN GRAMPIANS,HAMILTON HIGHWAY,0.0 km,1
3867,T20160025039,145.73606,-38.3823,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.0 km,1
3868,T20160025049,146.83483,-38.50205,WELLINGTON,CARRAJUNG-WOODSIDE ROAD,0.0 km,1
3869,T20160025051,144.50533000000001,-37.15071,MOUNT ALEXANDER,HEATHCOTE-KYNETON ROAD,0.0 km,1
3870,T20160025083,141.15915,-36.36571,WEST WIMMERA,WESTERN HIGHWAY,0.0 km,1
3871,T20160025483,147.37124,-36.52013,TOWONG,DARTMOUTH ROAD,0.0 km,2
3872,T20160025497,147.70853,-36.83103,EAST GIPPSLAND,BENAMBRA-CORRYONG ROAD,0.0 km,1
3873,T20160024296,146.14713,-38.14167,BAW BAW,WILLOW GROVE ROAD,0.0 km,1
3874,T20160025099,144.13301,-36.370940000000004,LODDON,DINGEE ROAD,0.0 km,1
3875,T20160025504,147.97266000000002,-36.26144,TOWONG,MT ELLIOT RIDGE TRACK,0.0 km,1
3876,T20160024329,142.03574,-34.347840000000005,MILDURA,STONEHOUSE COURT,0.0 km,1
3877,T20160025136,146.21534,-37.523759999999996,MANSFIELD,MANSFIELD-WOODS POINT ROAD,0.0 km,1
3878,T20160025545,146.1887,-36.6194,BENALLA,RAYNER ROAD,0.0 km,1
3879,T20160023978,146.08736000000002,-38.592940000000006,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.0 km,1
3880,T20160024008,147.83056000000002,-37.206340000000004,EAST GIPPSLAND,NUNNIONG ROAD,0.0 km,1
3881,T20160024813,146.95587,-36.81951,ALPINE,MUDHOLE ROAD,0.0 km,1
3882,T20160024828,143.64048,-37.58121,PYRENEES,BALLARAT-CARNGHAM ROAD,0.0 km,1
3883,T20160024435,145.44269,-37.4915,MURRINDINDI,VICTORIA RANGE TRACK,0.0 km,1
3884,T20160024853,142.77028,-38.459109999999995,MOYNE,COUCHS ROAD,0.0 km,1
3885,T20160025221,147.81583999999998,-37.67559,EAST GIPPSLAND,ENGINEERS ROAD,0.0 km,1
3886,T20180021097,146.8122,-36.53337,ALPINE,CARROLLS ROAD,0.05415508230732118 km,3
3887,T20160024465,145.02913999999998,-37.0842,MITCHELL,SEYMOUR-PYALONG ROAD,0.0 km,1
3888,T20160024469,145.0762,-36.19923,CAMPASPE,MURRAY VALLEY HIGHWAY,0.0 km,1
3889,T20160025234,146.71167,-38.26403,WELLINGTON,WEBBS ROAD,0.0 km,1
3890,T20160024486,143.65841,-37.47357,BALLARAT,WESTERN HIGHWAY,0.0 km,2
3891,T20160024098,145.6474,-37.54497,MURRINDINDI,KINGS ROAD,0.0 km,1
3892,T20180022447,142.39878000000002,-35.227759999999996,MILDURA,SUNRAYSIA HIGHWAY,0.27255018077586185 km,2
3893,T20160024126,141.02282,-34.274359999999994,MILDURA,STURT HIGHWAY,0.0 km,1
3894,T20160024129,146.20748999999998,-36.31162,WANGARATTA,WANGANDARY ROAD,0.0 km,1
3895,T20160024542,146.64016999999998,-36.30064,INDIGO,WOOLSHED ROAD,0.0 km,1
3896,T20160024940,147.18648000000002,-36.73146,ALPINE,ROCK POOL ROAD,0.5972069961877426 km,2
3897,T20160024132,144.54423,-36.271209999999996,CAMPASPE,SINGER ROAD,0.0 km,1
3898,T20160024560,147.77465,-36.59117,TOWONG,BENAMBRA-CORRYONG ROAD,0.0 km,1
3899,T20160024959,146.00732,-37.8419,BAW BAW,LV1 TRACK,0.0 km,1
3900,T20160025338,146.49792,-38.326029999999996,LATROBE,JEERALANG NORTH ROAD,0.0 km,1
3901,T20160025350,144.24626999999998,-36.61308,BENDIGO,EAGLEHAWK-NEILBOROUGH ROAD,0.0 km,1
3902,T20160025378,146.2148,-38.43632,SOUTH GIPPSLAND,LIMONITE ROAD,0.0 km,1
3903,T20180023608,144.22998,-37.15594,MOUNT ALEXANDER,VAUGHAN-CHEWTON ROAD,0.6973099515815705 km,3
3904,T20170013628,144.24643999999998,-38.01696,GOLDEN PLAINS,ROBBS ROAD,0.0 km,1
3905,T20170014934,146.54656,-38.28196,LATROBE,TRARALGON CREEK ROAD,0.0 km,1
3906,T20170013678,146.61515,-38.65282,WELLINGTON,TI TREE ROAD,0.0 km,1
3907,T20170014538,143.63351,-36.41755,LODDON,BOORT-WEDDERBURN ROAD,0.0 km,1
3908,T20170013695,142.41493,-37.5095,ARARAT,GRAMPIANS ROAD,0.0 km,1
3909,T20170015000,146.0849,-36.13393,MOIRA,BOOMAHNOOMOONAH ROAD,0.0 km,1
3910,T20170018580,143.10336999999998,-35.71821,BULOKE,CALDER HIGHWAY,0.010833488228120337 km,2
3911,T20170013769,145.60001,-37.56013,MURRINDINDI,NURSERY SPUR ROAD,0.0 km,1
3912,T20170018934,144.45206000000002,-37.91125,GEELONG,GIFKINS ROAD,0.46119353830035875 km,2
3913,T20170015068,144.09784,-37.83361,GOLDEN PLAINS,SLATE QUARRY ROAD,0.0 km,1
3914,T20170012381,144.69598,-36.12947,CAMPASPE,MOUNT TERRICK ROAD,0.3381376355552336 km,4
3915,T20170014214,142.03914,-34.16251,MILDURA,CALDER HIGHWAY,0.0 km,1
3916,T20170014249,147.65207,-37.15299,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3917,T20170014679,144.43536,-36.41344,BENDIGO,ELMORE-MITIAMO ROAD,0.0 km,1
3918,T20170014273,142.42217,-38.17855,MOYNE,WOOLSTHORPE-HEYWOOD ROAD,0.0 km,1
3919,T20170014697,145.00558,-36.21288,CAMPASPE,SCOBIE ROAD,0.0 km,1
3920,T20170012988,146.5624,-36.03852,INDIGO,MURRAY VALLEY HIGHWAY,0.0 km,1
3921,T20170013011,143.51156,-37.85978,GOLDEN PLAINS,LISMORE-SCARSDALE ROAD,0.0 km,1
3922,T20180001577,142.63185,-36.59617,YARRIAMBIACK,STAWELL-WARRACKNABEAL ROAD,0.580994312459112 km,2
3923,T20170012151,140.99681999999999,-35.31774,MILDURA,PANITYA SOUTH ROAD,0.0 km,1
3924,T20170013026,146.79567,-37.15139,ALPINE,WONNANGATTA TRACK,0.0 km,1
3925,T20180000889,143.68001,-37.56255,BALLARAT,BALLARAT-CARNGHAM ROAD,0.2918738452956153 km,2
3926,T20170013070,142.54636000000002,-37.56031,ARARAT,MOYSTON-DUNKELD ROAD,0.0 km,1
3927,T20170012685,146.32686999999999,-36.57285,WANGARATTA,MOYHU-HANSONVILLE ROAD,0.0 km,1
3928,T20170013093,143.83181000000002,-37.02424,CENTRAL GOLDFIELDS,BARINGHUP ROAD,0.0 km,1
3929,T20170012225,147.18378,-37.93288,WELLINGTON,PRINCES HIGHWAY EAST,0.5925276249495299 km,2
3930,T20170012229,147.7199,-37.26188,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3931,T20170012233,143.61075,-37.71937,GOLDEN PLAINS,LINTON-PIGGOREET ROAD,0.0 km,1
3932,T20170011874,146.61182,-36.41171,WANGARATTA,DIFFEY ROAD,0.0 km,1
3933,T20170012259,141.71113,-36.33713,HINDMARSH,WESTERN HIGHWAY,0.1972990963808633 km,2
3934,T20170012270,143.91608,-36.58885,LODDON,CALDER HIGHWAY,0.0 km,1
3935,T20170012273,146.08178,-38.578920000000004,SOUTH GIPPSLAND,STONY CREEK-DOLLAR ROAD,0.0 km,1
3936,T20170012740,144.08513,-36.693020000000004,BENDIGO,CALDER HIGHWAY,0.0 km,1
3937,T20170012293,145.83239,-36.92538,MANSFIELD,RUOAKS LINK TRACK,0.0 km,1
3938,T20170012744,145.27737,-36.41595,SHEPPARTON,CRAVEN ROAD,0.5317431688530455 km,2
3939,T20170012752,147.72011,-37.2037,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3940,T20170013170,144.066,-36.54554,LODDON,LODDON VALLEY HIGHWAY,0.0 km,1
3941,T20170013175,143.76502,-35.54866,GANNAWARRA,MURRAY VALLEY HIGHWAY,0.0 km,1
3942,T20170013177,142.1398,-36.93101,HORSHAM,HENTY HIGHWAY,0.0 km,1
3943,T20170012781,145.5986,-38.66509,BASS COAST,WILSONS ROAD,0.0 km,1
3944,T20170011931,145.25907,-35.92836,MOIRA,MURRAY VALLEY HIGHWAY,0.0 km,1
3945,T20170011935,143.97146999999998,-36.287290000000006,LODDON,LODDON VALLEY HIGHWAY,0.0 km,1
3946,T20170011937,144.05307,-38.40653,SURF COAST,BAMBRA-AIREYS INLET ROAD,0.0 km,1
3947,T20170011941,144.05595,-38.333090000000006,SURF COAST,CASBOULTS ROAD,0.0 km,1
3948,T20180010521,142.7253,-38.399609999999996,MOYNE,COBDEN-WARRNAMBOOL ROAD,0.017074615179947975 km,2
3949,T20170013256,145.83424,-36.4228,BENALLA,WEBB ROAD,0.0 km,1
3950,T20170011995,144.73623999999998,-36.50871,CAMPASPE,TREWIN ROAD,0.0 km,1
3951,T20170010170,143.08861000000002,-37.071290000000005,NORTHERN GRAMPIANS,SHAYS FLAT ROAD,0.0 km,1
3952,T20170008972,146.94358,-37.12063,ALPINE,TEA TREE RANGE ROAD,0.0 km,1
3953,T20170009806,146.66069,-37.40015,WELLINGTON,CALEDONIA RIVER TRACK,0.0 km,1
3954,T20170009812,146.561,-37.8842,WELLINGTON,E W DIVIDE TRACK,0.0 km,1
3955,T20170008585,142.071,-34.13879,MILDURA,,0.0 km,1
3956,T20170009000,145.87771999999998,-38.23622,BAW BAW,LARDNERS TRACK,0.0 km,1
3957,T20170009006,146.90986999999998,-37.906240000000004,WELLINGTON,BOISDALE-NEWRY ROAD,0.0 km,2
3958,T20170008621,144.46523,-36.927459999999996,BENDIGO,KELLYS ROAD,0.0 km,1
3959,T20170009017,143.12345,-38.57521,CORANGAMITE,BOOROOK ROAD,0.0 km,1
3960,T20170008647,142.21115,-34.5417,MILDURA,BOONOONAR ROAD,0.0 km,1
3961,T20170009058,142.33756,-38.27367,MOYNE,KIRKSTALL-KOROIT ROAD,0.0 km,1
3962,T20170009059,147.20287,-36.75653,ALPINE,BOGONG HIGH PLAINS ROAD,0.2564518550442358 km,3
3963,T20170009063,146.10169,-37.432190000000006,MURRINDINDI,BIG RIVER ROAD,0.0 km,1
3964,T20170009065,144.79988,-37.09758,MITCHELL,WEST ROAD,0.0 km,1
3965,T20170009480,147.79502,-37.20388,EAST GIPPSLAND,COMMINS TRACK,0.0 km,1
3966,T20170009909,145.95064,-38.25759,BAW BAW,PETERSONS ROAD,0.0 km,1
3967,T20170009497,143.4969,-37.76103,GOLDEN PLAINS,ROKEWOOD-SKIPTON ROAD,0.0 km,1
3968,T20170009943,142.68801000000002,-37.74474,ARARAT,ASTONS ROAD,0.0 km,1
3969,T20170009105,146.3458,-37.61988,MANSFIELD,WALHALLA ROAD,0.0 km,1
3970,T20170009532,145.92865,-37.34963,MURRINDINDI,BARNEWALL PLAINS ROAD,0.0 km,1
3971,T20160008864,145.59949,-36.01865,MOIRA,ROSS ROAD,0.6322612527191103 km,2
3972,T20170009572,141.29666,-35.28826,MILDURA,SOUTH ROAD,0.0 km,1
3973,T20170010006,143.58758,-35.63525,GANNAWARRA,STEER ROAD,0.0 km,1
3974,T20170009174,143.44794,-35.291540000000005,SWAN HILL,STATION STREET,0.0 km,1
3975,T20170010048,143.94818999999998,-37.54104,MOORABOOL,DAYLESFORD-BALLARAT ROAD,0.679482908407855 km,2
3976,T20170013885,141.97853999999998,-37.31585,SOUTHERN GRAMPIANS,CAVENDISH-GLENDINNING ROAD,0.0 km,1
3977,T20170015219,145.51578999999998,-36.77413,STRATHBOGIE,HUME FREEWAY,0.0 km,1
3978,T20170013933,142.65563999999998,-37.28063,ARARAT,MANNEQUIN ROAD,0.0 km,1
3979,T20180022468,143.26481,-36.58671,NORTHERN GRAMPIANS,BLINKBONNIE ROAD,0.22416072788743796 km,2
3980,T20170013960,145.68007,-37.51285,MURRINDINDI,MAROONDAH HIGHWAY,0.0 km,1
3981,T20170014826,142.90698,-38.40961,CORANGAMITE,NEW BRUCKNELL ROAD,0.0 km,1
3982,T20170015263,143.80633999999998,-38.57911,COLAC OTWAY,BENWERRIN-MT SABINE ROAD,0.0 km,1
3983,T20160018832,145.01905,-36.594809999999995,CAMPASPE,RUSHWORTH-NAGAMBIE ROAD,0.672479122074055 km,4
3984,T20170013995,141.48113999999998,-38.297709999999995,GLENELG,HEATH ROAD,0.0 km,1
3985,T20170014887,144.58108000000001,-36.53564,BENDIGO,MIDLAND HIGHWAY,0.0 km,1
3986,T20170012008,145.91918,-38.40132,SOUTH GIPPSLAND,FAIRBANK ROAD,0.0 km,1
3987,T20170012886,141.72234,-37.95111,GLENELG,CONDAH-HOTSPUR UPPER ROAD,0.0 km,1
3988,T20170012894,142.20733,-35.997859999999996,HINDMARSH,WARRACKNABEAL-RAINBOW ROAD,0.0 km,1
3989,T20180013321,144.29205,-37.40845,HEPBURN,BLACKWOOD ROAD,0.5780004182618987 km,2
3990,T20170013301,146.21898000000002,-38.256170000000004,BAW BAW,SCHOFIELDS ROAD,0.0 km,1
3991,T20170012046,147.1941,-37.872679999999995,WELLINGTON,MUNRO-STOCKDALE ROAD,0.0 km,1
3992,T20170012459,143.37444,-35.60755,GANNAWARRA,DONALD-SWAN HILL ROAD,0.0 km,1
3993,T20170012903,146.71454,-38.34995,WELLINGTON,HYLAND HIGHWAY,0.4351081130257349 km,4
3994,T20170013321,142.38873,-37.47919,SOUTHERN GRAMPIANS,FIELDS TRACK,0.0 km,1
3995,T20170013335,146.81497,-36.15996,WODONGA,SPRING GULLY ROAD,0.0 km,1
